fname,label,filepath,score
a0033,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0033.wav,1
a0034,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0034.wav,1
a0035,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0035.wav,1
a0036,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0036.wav,1
a0037,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0037.wav,1
a0038,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0038.wav,1
a0039,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0039.wav,1
a0040,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0040.wav,1
a0041,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0041.wav,1
a0042,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0042.wav,1
a0043,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0043.wav,1
a0044,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0044.wav,1
a0045,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0045.wav,1
a0046,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0046.wav,1
a0047,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0047.wav,1
a0048,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0048.wav,1
a0049,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0049.wav,1
a0050,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0050.wav,1
a0051,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0051.wav,0
a0052,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0052.wav,1
a0053,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0053.wav,1
a0054,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0054.wav,1
a0055,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0055.wav,1
a0056,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0056.wav,1
a0057,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0057.wav,1
a0058,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0058.wav,1
a0059,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0059.wav,1
a0060,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0060.wav,1
a0061,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0061.wav,1
a0062,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0062.wav,1
a0063,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0063.wav,1
a0064,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0064.wav,1
a0065,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0065.wav,1
a0066,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0066.wav,1
a0067,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0067.wav,1
a0068,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0068.wav,1
a0069,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0069.wav,1
a0070,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0070.wav,1
a0071,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0071.wav,1
a0072,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0072.wav,1
a0073,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0073.wav,1
a0074,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0074.wav,0
a0075,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0075.wav,1
a0076,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0076.wav,1
a0077,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0077.wav,1
a0078,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0078.wav,1
a0079,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0079.wav,1
a0080,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0080.wav,1
a0081,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0081.wav,1
a0082,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0082.wav,1
a0083,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0083.wav,1
a0084,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0084.wav,1
a0085,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0085.wav,1
a0086,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0086.wav,1
a0087,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0087.wav,1
a0088,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0088.wav,1
a0089,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0089.wav,0
a0090,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0090.wav,1
a0091,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0091.wav,1
a0092,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0092.wav,1
a0093,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0093.wav,1
a0094,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0094.wav,1
a0095,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0095.wav,1
a0096,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0096.wav,1
a0097,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0097.wav,1
a0098,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0098.wav,1
a0099,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0099.wav,1
a0100,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0100.wav,1
a0101,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0101.wav,1
a0102,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0102.wav,1
a0103,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0103.wav,1
a0104,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0104.wav,1
a0105,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0105.wav,1
a0106,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0106.wav,1
a0107,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0107.wav,1
a0108,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0108.wav,1
a0109,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0109.wav,1
a0110,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0110.wav,1
a0111,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0111.wav,0
a0112,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0112.wav,1
a0113,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0113.wav,1
a0114,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0114.wav,1
a0115,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0115.wav,1
a0116,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0116.wav,1
a0117,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0117.wav,1
a0118,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0118.wav,1
a0119,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0119.wav,1
a0120,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0120.wav,1
a0121,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0121.wav,1
a0122,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0122.wav,1
a0123,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0123.wav,1
a0124,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0124.wav,1
a0125,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0125.wav,1
a0126,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0126.wav,1
a0127,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0127.wav,1
a0128,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0128.wav,1
a0129,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0129.wav,1
a0130,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0130.wav,1
a0131,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0131.wav,1
a0132,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0132.wav,1
a0133,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0133.wav,1
a0134,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0134.wav,1
a0135,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0135.wav,1
a0136,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0136.wav,1
a0137,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0137.wav,1
a0138,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0138.wav,0
a0139,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0139.wav,1
a0140,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0140.wav,1
a0141,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0141.wav,1
a0142,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0142.wav,1
a0143,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0143.wav,1
a0144,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0144.wav,1
a0145,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0145.wav,1
a0146,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0146.wav,1
a0147,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0147.wav,0
a0148,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0148.wav,1
a0149,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0149.wav,1
a0150,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0150.wav,1
a0151,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0151.wav,1
a0152,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0152.wav,1
a0153,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0153.wav,1
a0154,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0154.wav,1
a0155,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0155.wav,1
a0156,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0156.wav,1
a0157,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0157.wav,1
a0158,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0158.wav,1
a0159,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0159.wav,1
a0160,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0160.wav,1
a0161,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0161.wav,1
a0162,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0162.wav,1
a0163,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0163.wav,1
a0164,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0164.wav,0
a0165,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0165.wav,1
a0166,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0166.wav,1
a0167,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0167.wav,1
a0168,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0168.wav,1
a0169,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0169.wav,1
a0170,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0170.wav,1
a0171,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0171.wav,1
a0172,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0172.wav,1
a0173,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0173.wav,1
a0174,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0174.wav,1
a0175,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0175.wav,1
a0176,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0176.wav,1
a0177,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0177.wav,1
a0178,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0178.wav,1
a0179,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0179.wav,1
a0180,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0180.wav,1
a0181,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0181.wav,1
a0182,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0182.wav,1
a0183,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0183.wav,1
a0184,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0184.wav,1
a0185,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0185.wav,1
a0186,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0186.wav,1
a0187,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0187.wav,1
a0188,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0188.wav,1
a0189,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0189.wav,1
a0190,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0190.wav,1
a0191,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0191.wav,1
a0192,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0192.wav,1
a0193,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0193.wav,1
a0194,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0194.wav,1
a0195,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0195.wav,1
a0196,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0196.wav,1
a0197,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0197.wav,1
a0198,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0198.wav,1
a0199,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0199.wav,1
a0200,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0200.wav,1
a0201,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0201.wav,1
a0202,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0202.wav,1
a0203,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0203.wav,1
a0204,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0204.wav,1
a0205,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0205.wav,1
a0206,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0206.wav,1
a0207,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0207.wav,1
a0208,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0208.wav,1
a0209,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0209.wav,1
a0210,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0210.wav,1
a0211,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0211.wav,1
a0212,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0212.wav,1
a0213,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0213.wav,1
a0214,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0214.wav,1
a0215,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0215.wav,1
a0216,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0216.wav,1
a0217,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0217.wav,1
a0218,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0218.wav,1
a0219,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0219.wav,1
a0220,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0220.wav,1
a0221,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0221.wav,1
a0222,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0222.wav,1
a0223,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0223.wav,1
a0224,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0224.wav,1
a0225,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0225.wav,1
a0226,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0226.wav,1
a0227,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0227.wav,1
a0228,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0228.wav,1
a0229,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0229.wav,1
a0230,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0230.wav,1
a0231,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0231.wav,1
a0232,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0232.wav,1
a0233,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0233.wav,1
a0234,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0234.wav,1
a0235,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0235.wav,1
a0236,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0236.wav,1
a0237,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0237.wav,1
a0238,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0238.wav,1
a0239,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0239.wav,1
a0240,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0240.wav,1
a0241,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0241.wav,1
a0242,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0242.wav,1
a0243,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0243.wav,1
a0244,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0244.wav,1
a0245,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0245.wav,1
a0246,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0246.wav,1
a0247,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0247.wav,1
a0248,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0248.wav,1
a0249,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0249.wav,1
a0250,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0250.wav,1
a0251,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0251.wav,0
a0252,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0252.wav,1
a0253,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0253.wav,1
a0254,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0254.wav,1
a0255,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0255.wav,1
a0256,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0256.wav,1
a0257,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0257.wav,1
a0258,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0258.wav,1
a0259,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0259.wav,1
a0260,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0260.wav,1
a0261,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0261.wav,1
a0262,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0262.wav,1
a0263,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0263.wav,1
a0264,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0264.wav,1
a0265,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0265.wav,1
a0266,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0266.wav,1
a0267,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0267.wav,1
a0268,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0268.wav,1
a0269,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0269.wav,1
a0270,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0270.wav,1
a0271,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0271.wav,1
a0272,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0272.wav,1
a0273,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0273.wav,1
a0274,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0274.wav,1
a0275,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0275.wav,1
a0276,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0276.wav,1
a0277,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0277.wav,1
a0278,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0278.wav,1
a0279,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0279.wav,1
a0280,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0280.wav,1
a0281,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0281.wav,1
a0282,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0282.wav,1
a0283,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0283.wav,1
a0284,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0284.wav,1
a0285,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0285.wav,1
a0286,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0286.wav,1
a0287,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0287.wav,1
a0288,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0288.wav,1
a0289,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0289.wav,1
a0290,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0290.wav,1
a0291,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0291.wav,1
a0292,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0292.wav,1
a0293,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0293.wav,1
a0294,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0294.wav,1
a0295,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0295.wav,1
a0296,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0296.wav,1
a0297,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0297.wav,1
a0298,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0298.wav,1
a0299,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0299.wav,1
a0300,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0300.wav,1
a0301,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0301.wav,1
a0302,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0302.wav,1
a0303,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0303.wav,1
a0304,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0304.wav,1
a0305,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0305.wav,1
a0306,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0306.wav,1
a0307,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0307.wav,1
a0308,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0308.wav,1
a0309,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0309.wav,1
a0310,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0310.wav,1
a0311,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0311.wav,1
a0312,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0312.wav,1
a0313,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0313.wav,1
a0314,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0314.wav,0
a0315,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0315.wav,0
a0316,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0316.wav,1
a0317,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0317.wav,1
