fname,label,filepath,score
a0082,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0082.wav,1
a0083,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0083.wav,1
a0084,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0084.wav,1
a0085,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0085.wav,1
a0086,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0086.wav,1
a0087,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0087.wav,1
a0088,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0088.wav,1
a0089,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0089.wav,0
a0090,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0090.wav,1
a0091,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0091.wav,1
a0092,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0092.wav,1
a0093,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0093.wav,1
a0094,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0094.wav,1
a0095,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0095.wav,1
a0096,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0096.wav,1
a0097,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0097.wav,1
a0098,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0098.wav,1
a0099,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0099.wav,1
a0100,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0100.wav,1
a0101,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0101.wav,1
a0102,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0102.wav,1
a0103,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0103.wav,1
a0104,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0104.wav,1
a0105,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0105.wav,1
a0106,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0106.wav,1
a0107,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0107.wav,1
a0108,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0108.wav,1
a0109,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0109.wav,1
a0110,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0110.wav,1
a0111,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0111.wav,0
a0112,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0112.wav,1
a0113,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0113.wav,1
a0114,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0114.wav,1
a0115,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0115.wav,1
a0116,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0116.wav,1
a0117,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0117.wav,1
a0118,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0118.wav,1
a0119,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0119.wav,1
a0120,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0120.wav,1
a0121,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0121.wav,1
a0122,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0122.wav,1
a0123,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0123.wav,1
a0124,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0124.wav,1
a0125,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0125.wav,1
a0126,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0126.wav,1
a0127,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0127.wav,1
a0128,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0128.wav,1
a0129,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0129.wav,1
a0130,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0130.wav,1
a0131,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0131.wav,1
a0132,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0132.wav,1
a0133,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0133.wav,1
a0134,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0134.wav,1
a0135,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0135.wav,1
a0136,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0136.wav,1
a0137,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0137.wav,1
a0138,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0138.wav,0
a0139,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0139.wav,1
a0140,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0140.wav,1
a0141,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0141.wav,1
a0142,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0142.wav,1
a0143,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0143.wav,1
a0144,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0144.wav,1
a0145,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0145.wav,1
a0146,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0146.wav,1
a0147,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0147.wav,0
a0148,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0148.wav,1
a0149,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0149.wav,1
a0150,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0150.wav,1
a0151,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0151.wav,1
a0152,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0152.wav,1
a0153,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0153.wav,1
a0154,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0154.wav,1
a0155,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0155.wav,1
a0156,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0156.wav,1
a0157,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0157.wav,1
a0158,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0158.wav,1
a0159,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0159.wav,1
a0160,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0160.wav,1
a0161,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0161.wav,1
a0162,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0162.wav,1
a0163,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0163.wav,1
a0164,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0164.wav,0
a0165,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0165.wav,1
a0166,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0166.wav,1
a0167,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0167.wav,1
a0168,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0168.wav,1
a0169,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0169.wav,1
a0170,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0170.wav,1
a0171,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0171.wav,1
a0172,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0172.wav,1
a0173,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0173.wav,1
a0174,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0174.wav,1
a0175,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0175.wav,1
a0176,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0176.wav,1
a0177,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0177.wav,1
a0178,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0178.wav,1
a0179,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0179.wav,1
a0180,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0180.wav,1
a0181,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0181.wav,1
a0182,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0182.wav,1
a0183,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0183.wav,1
a0184,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0184.wav,1
a0185,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0185.wav,1
a0186,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0186.wav,1
a0187,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0187.wav,1
a0188,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0188.wav,1
a0189,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0189.wav,1
a0190,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0190.wav,1
a0191,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0191.wav,1
a0192,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0192.wav,1
a0193,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0193.wav,1
a0194,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0194.wav,1
a0195,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0195.wav,1
a0196,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0196.wav,1
a0197,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0197.wav,1
a0198,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0198.wav,1
a0199,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0199.wav,1
a0200,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0200.wav,1
a0201,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0201.wav,1
a0202,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0202.wav,1
a0203,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0203.wav,1
a0204,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0204.wav,1
a0205,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0205.wav,1
a0206,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0206.wav,1
a0207,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0207.wav,1
a0208,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0208.wav,1
a0209,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0209.wav,1
a0210,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0210.wav,1
a0211,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0211.wav,1
a0212,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0212.wav,1
a0213,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0213.wav,1
a0214,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0214.wav,1
a0215,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0215.wav,1
a0216,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0216.wav,1
a0217,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0217.wav,1
a0218,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0218.wav,1
a0219,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0219.wav,1
a0220,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0220.wav,1
a0221,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0221.wav,1
a0222,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0222.wav,1
a0223,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0223.wav,1
a0224,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0224.wav,1
a0225,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0225.wav,1
a0226,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0226.wav,1
a0227,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0227.wav,1
a0228,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0228.wav,1
a0229,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0229.wav,1
a0230,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0230.wav,1
a0231,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0231.wav,1
a0232,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0232.wav,1
a0233,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0233.wav,1
a0234,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0234.wav,1
a0235,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0235.wav,1
a0236,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0236.wav,1
a0237,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0237.wav,1
a0238,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0238.wav,1
a0239,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0239.wav,1
a0240,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0240.wav,1
a0241,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0241.wav,1
a0242,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0242.wav,1
a0243,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0243.wav,1
a0244,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0244.wav,1
a0245,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0245.wav,1
a0246,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0246.wav,1
a0247,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0247.wav,1
a0248,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0248.wav,1
a0249,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0249.wav,1
a0250,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0250.wav,1
a0251,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0251.wav,0
a0252,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0252.wav,1
a0253,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0253.wav,1
a0254,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0254.wav,1
a0255,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0255.wav,1
a0256,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0256.wav,1
a0257,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0257.wav,1
a0258,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0258.wav,1
a0259,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0259.wav,1
a0260,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0260.wav,1
a0261,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0261.wav,1
a0262,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0262.wav,1
a0263,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0263.wav,1
a0264,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0264.wav,1
a0265,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0265.wav,1
a0266,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0266.wav,1
a0267,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0267.wav,1
a0268,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0268.wav,1
a0269,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0269.wav,1
a0270,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0270.wav,1
a0271,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0271.wav,1
a0272,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0272.wav,1
a0273,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0273.wav,1
a0274,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0274.wav,1
a0275,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0275.wav,1
a0276,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0276.wav,1
a0277,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0277.wav,1
a0278,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0278.wav,1
a0279,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0279.wav,1
a0280,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0280.wav,1
a0281,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0281.wav,1
a0282,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0282.wav,1
a0283,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0283.wav,1
a0284,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0284.wav,1
a0285,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0285.wav,1
a0286,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0286.wav,1
a0287,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0287.wav,1
a0288,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0288.wav,1
a0289,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0289.wav,1
a0290,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0290.wav,1
a0291,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0291.wav,1
a0292,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0292.wav,1
a0293,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0293.wav,1
a0294,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0294.wav,1
a0295,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0295.wav,1
a0296,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0296.wav,1
a0297,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0297.wav,1
a0298,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0298.wav,1
a0299,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0299.wav,1
a0300,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0300.wav,1
a0301,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0301.wav,1
a0302,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0302.wav,1
a0303,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0303.wav,1
a0304,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0304.wav,1
a0305,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0305.wav,1
a0306,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0306.wav,1
a0307,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0307.wav,1
a0308,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0308.wav,1
a0309,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0309.wav,1
a0310,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0310.wav,1
a0311,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0311.wav,1
a0312,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0312.wav,1
a0313,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0313.wav,1
a0314,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0314.wav,0
a0315,0,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0315.wav,0
a0316,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0316.wav,1
a0317,1,/home/rasp4b/FypPi/data/raw/DataSet2/training-a/a0317.wav,1
